"SP500","EuropeStocks","EMStocks","Treasury","CorpBonds","RealEstate","PrivateEquity","GlobalBond","date"
0.0135160467162274,0.031508600254591,0,0.000255278050851816,0,0,0,0,2000-02-08
-0.0212280088294463,0.0123305332103314,0,0.00025415208321595,0,0,0,0,2000-02-09
0.00198871146406354,-0.00491375630685109,0,0.0002582790825972,0,0,0,0,2000-02-10
-0.0205178412246507,0.00409662598920413,0,0.000256778848167987,0,0,0,0,2000-02-11
0.00584139086052371,-0.0119269536151876,0,0.00025415208321595,0,0,0,0.000977829324394941,2000-02-14
0.0112490714291678,-0.0196372426382547,0,0.00025415208321595,0,0,0,0,2000-02-15
-0.0148398753914751,0.00965784761802313,0,0.00025415208321595,0,0,0,0,2000-02-16
-0.00518471950858057,0.00832285468642269,0,0.00025490276352218,0,0,0,0,2000-02-17
-0.0217023239162408,-0.00707007538801863,0,0.000251523592156804,0,0,0,0,2000-02-18
0,0,0,0,0,0,0,0,2000-02-21
-0.00254386327507206,0.00955375405556991,0,0.000246637521546911,0,0,0,0.00195313664609142,2000-02-22
0.0117393966121133,0.00905334261716551,0,0.000249645040485588,0,0,0,0.000974798206268002,2000-02-23
-0.0203431372324472,-0.00328265848748144,0,0.000246637521546911,0,0,0,0.000974701689981261,2000-02-24
-0.00362616685208561,0.00410187366796189,0,0.000246637521546911,0,0,0,0,2000-02-25
0.0207602653825907,-0.0227708313732222,0,0.000247013585101929,0,0,0,0,2000-02-28
0.00959517533471299,0.0083403140797409,0,0.000248893372720528,0,0,0,0,2000-02-29
0.00725035768013083,0.0185156343041482,0,0.000247765606160733,0,0,0,0.000972730219605644,2000-03-01
0.000676992809819588,0.0109464987808918,0,0.000248141563677811,0,0,0,-0.000972730219605644,2000-03-02
0.0185499931366717,0.0040241918227375,0,0.000247765606160733,0,0,0,0.000972730219605644,2000-03-03
-0.00979118348299313,0.0167267660538499,0,0.000248893372720528,0,0,0,0,2000-03-06
-0.0195316290002125,-0.00793033788504482,0,0.000247765606160733,0,0,0,0.000972465841074133,2000-03-07
-0.00125534329210186,-0.0136273038594918,0,0.000247389613304321,0,0,0,-0.000684715003712366,2000-03-08
0.0288050022367008,0.00803850926191396,0,0.000246261422632619,0,0,0,0.000977972209146083,2000-03-09
-0.00533770099284148,0.00199962145212984,0,0.000247765606160733,0,0,0,0,2000-03-10
-0.0109881724812642,-0.0287760402515644,0,0.000246637521546911,0,0,0,0.000977186724235857,2000-03-13
-0.0143073157445617,0.00287408172712755,0,0.00024475667324969,0,0,0,-0.000977186724235857,2000-03-14
0.0230623592564196,-0.0198764294643841,0,0.000244004086229596,0,0,0,0.000977186724235857,2000-03-15
0.0456562611658304,0.00625388948563899,0,0.000242874940138823,0,0,0,0,2000-03-16
0.00658700869836704,0.00992563954198822,0,0.000240615691278989,0,0,0,0.000975893073493994,2000-03-17
-0.00511716904042192,0.00982839600018792,0,0.000239862324669737,0,0,0,0,2000-03-20
0.0203139956079372,-0.00818364161636165,0,0.000237978287142559,0,0,0,0.00097528099258537,2000-03-21
0.00605638865618907,-0.00494208974022037,0,0.000237978287142559,0,0,0,0,2000-03-22
0.01692795183782,-0.00165301372895055,0,0.000236093361797844,0,0,0,0,2000-03-23
0.00591910535497497,0.0188453836033906,0,0.000240615691278989,0,0,0,0,2000-03-24
-0.0106380255684462,-0.0052899952379728,0,0.000240992321381428,0,0,0,-0.00097528099258537,2000-03-27
-0.00577576535461244,0.00366507854362164,0,0.000239485588149562,0,0,0,0.00097528099258537,2000-03-28
0.00103410847274255,-0.0139171673968144,0,0.000239862324669737,0,0,0,0,2000-03-29
-0.0168810764928731,-0.023354092872983,0,0.00023533914288357,0,0,0,0.000974330746252861,2000-03-30
0.0112856355677708,0.00463055431114068,0,0.000234207547798462,0,0,0,0,2000-03-31
0.00580172195105,-0.0182246797082017,0,0.000233075632495903,0,0,0,0.000973213001027817,2000-04-03
-0.00746582875977886,0.00766948160070902,0,0.000229300266477077,0,0,0,0,2000-04-04
-0.00626421566483693,-0.017987931572585,0,0.000229300266477077,0,0,0,0.0019432511319657,2000-04-05
0.00865528162125973,0.0230682223945315,0,0.000230433250481253,0,0,0,-0.000971153537936864,2000-04-06
0.00631369191852738,0.0142560492411792,0,0.000227789121767,0,0,0,0.000971153537936864,2000-04-07
-0.00392811893702572,0.00124808829818557,0,0.000225521333744431,0,0,0,-0.0019432511319657,2000-04-10
-0.00290480575581054,-0.023134392147433,0,0.000228922533817087,0,0,0,0.0019432511319657,2000-04-11
-0.0278086794610033,-0.0042642278134597,0,0.000231943396794613,0,0,0,0,2000-04-12
-0.0139832843921583,-0.00256763687654793,0,0.000230810840513157,0,0,0,0,2000-04-13
-0.0588930233321818,-0.0304501380360764,0,0.000227411246371131,0,0,0,-0.000971153537936864,2000-04-14
0.0343301095823598,-0.0146836197050084,0,0.00023345297318766,0,0,0,0.000971153537936864,2000-04-17
0.0260782694307151,0.0107000575542147,0,0.0002349619800904,0,0,0,0,2000-04-18
-0.00934536184830037,0.0110255849133449,0,0.000232698256204289,0,0,0,0.00194015699972283,2000-04-19
0.00479237840948343,0.0091684626747357,0,0.000232698256204289,0,0,0,0,2000-04-20
0,0,0,0,0,0,0,0,2000-04-21
-0.0109240123116194,0.000868927859243307,0,0.000233075632495903,0,0,0,0,2000-04-24
0.0406810747458461,-0.00609764195657991,0,0.00023835516564663,0,0,0,0,2000-04-25
-0.0113485960973438,0.00566332700787786,0,0.00023835516564663,0,0,0,0,2000-04-26
-0.00331222192699965,-0.0192991538032561,0,0.000241745475215323,0,0,0,0.00096866874477497,2000-04-27
-0.00622673715957855,0.0206010969269204,0,0.000241745475215323,0,0,0,-0.00096866874477497,2000-04-28
0.013477986974352,0.00346496075731517,0,0.000244004086229596,0,0,0,-0.00194015699972283,2000-05-01
-0.02017724976041,0.0111781116478777,0,0.000245132913667594,0,0,0,0,2000-05-02
-0.0236955304561448,-0.0308252030516307,0,0.000248141563677811,0,0,0,0.00097071788200398,2000-05-03
0.00752102509598007,0.00308169859575935,0,0.00025039656702608,0,0,0,-0.00291396901396968,2000-05-04
0.0120462089510749,0.00613516191913632,0,0.000252274765867932,0,0,0,-0.00194754374728068,2000-05-05
-0.00753927443219116,-0.00393974857739909,0,0.000254527440979094,0,0,0,0.00194754374728068,2000-05-08
-0.00803946991773863,-0.0066005306942718,0,0.000253025798540059,0,0,0,0,2000-05-09
-0.022814374849462,-0.0124388671049713,0,0.000250772277353694,0,0,0,0.0019432511319657,2000-05-10
0.0225935859409612,0.009343319581264,0,0.000249269224259446,0,0,0,-0.000971153537936864,2000-05-11
0.0107797723172096,0.0158178267935751,0,0.000252274765867932,0,0,0,-0.000972097594028831,2000-05-12
0.0171384843490996,-0.00699933561627653,0,0.000250772277353694,0,0,0,0.00291396901396968,2000-05-15
0.00963305237462464,0.0126502445626158,0,0.000249269224259446,0,0,0,-0.00097071788200398,2000-05-16
-0.0104934409967496,-0.0276878309953146,0,0.000251147952395059,0,0,0,-0.000971153537936864,2000-05-17
-0.0123469342751878,0.00621909525540021,0,0.00025415208321595,0,0,0,-0.000972097594028831,2000-05-18
-0.0158176666124197,-0.0278415506983123,0,0.000252274765867932,0,0,0,-0.000973213001027817,2000-05-19
-0.00755708386418075,-0.0169926611896094,0,0.000249645040485588,0,0,0,0.00291646413299351,2000-05-22
-0.0148351517747489,0.00876196337900614,0,0.000250020821405588,0,0,0,0.00387605197968188,2000-05-23
0.0161727369907343,-0.00876196337900614,0,0.000250772277353694,0,0,0,-0.0029053340976779,2000-05-24
-0.0173058731297164,0.0206287232224027,0,0.000247765606160733,0,0,0,0.000969439117718851,2000-05-25
0.00113313613898214,0.00993246414370885,0,0.000245509118699613,0,0,0,-0.000969439117718851,2000-05-26
0,0,0,0,0,0,0,0,2000-05-29
0.0320880637698382,0.0257220797816076,0,0.000247389613304321,0,0,0,0.0029053340976779,2000-05-30
0.00219067702972442,0.00567547096259347,0,0.000244004086229596,0,0,0,0,2000-05-31
0.0173541092745033,0.0116860360724198,0,0.000240615691278989,0,0,0,0,2000-06-01
0.0172692549388147,0.0330117997359487,0,0.000238732008644695,0,0,0,0.0019323225717105,2000-06-02
-0.00487356746858136,-0.00417172069635985,0,0.00023760137312579,0,0,0,0.000964930764880911,2000-06-05
-0.00447023493870535,0.00417172069635985,0,0.00023835516564663,0,0,0,-0.000964930764880911,2000-06-06
0.00690990930631319,-0.00333594113256375,0,0.000237978287142559,0,0,0,0.000964930764880911,2000-06-07
-0.00392728773419826,-0.00209086533595837,0,0.000237978287142559,0,0,0,-0.00165716379700953,2000-06-08
-0.00212941763957097,-0.000418782401830686,0,0.000237978287142559,0,0,0,0,2000-06-09
-0.0117938109264699,0.00417890453513792,0,0.000236470417932355,0,0,0,0.000975342306385629,2000-06-12
0.0185921684431625,0.00416140954460298,0,0.00023722442358963,0,0,0,0.000974056280611313,2000-06-13
0.00169224095805021,0.0057973856135467,0,0.00023533914288357,0,0,0,0.00097310841817011,2000-06-14
0.00211151110697294,-0.0116280519554985,0,0.0002349619800904,0,0,0,0,2000-06-15
-0.00825045090900822,0.00831949579105951,0,0.000232698256204289,0,0,0,0.000972162398681364,2000-06-16
0.0127093331539987,-0.00498355465849576,0,0.000233075632495903,0,0,0,0.000971552899269978,2000-06-19
-0.00358478755356373,0.00373980995179268,0,0.000234207547798462,0,0.00422781236364589,0,0,2000-06-20
-0.000422344574942279,-0.0142022426882953,0,0.00023722442358963,0,0.00487405971991262,0,-0.000971552899269978,2000-06-21
-0.0153329148834986,-0.00675389332008614,0,0.00023760137312579,0,0.00044121684297993,0,-0.000972162398681364,2000-06-22
-0.00862028073838594,-0.0093618666420574,0,0.000240239025710651,0,0,0,0.000972162398681364,2000-06-23
0.012796530051709,0.000854924488804976,0,0.00023722442358963,0,-0.0140137851235624,0,0,2000-06-26
-0.00740003614879914,0.000853765049234401,0,0.000236847438527384,0,0.0142355888033685,0,0,2000-06-27
0.00279435792553784,0.00170577489760948,0,0.00023722442358963,0,0,0,0.000971552899269978,2000-06-28
-0.00949064782784781,-0.0184910386146906,0,0.000234584781730934,0,0,0,0,2000-06-29
0.00755677023842605,0.0189169210273601,0,0.000234207547798462,0,0,0,0,2000-06-30
0.0136731142322377,0.0118544103149194,0,0.000233075632495903,0,0.00572531594707693,0,0.000970442721444531,2000-07-03
0,0,0,0,0,0,0,0,2000-07-04
-0.0181996510348332,-0.000841796464215783,0,0.000232698256204289,0,0.00918015402419226,0,0.000969334858417215,2000-07-05
0.00774831630736461,-0.000421323017681718,0,0.0002349619800904,0,0.0030415250151723,0,0,2000-07-06
0.0159521745581506,0.010479870682091,0,0.00023345297318766,0,0.00734812916293626,0,0,2000-07-07
-0.00168927879446823,0.00125037830145835,0,0.000234584781730934,0,-0.000861079973544676,0,0.000968896723871904,2000-07-10
0.00211130125826653,-0.00208476331658991,0,0.00023533914288357,0,-0.000431738876107257,0,0,2000-07-11
0.00651779624735926,-0.00502077243978905,0,0.000236470417932355,0,-0.00475438920700944,0,0,2000-07-12
0.00439112016902232,0.00209503532161337,0,0.00023345297318766,0,-0.000867007528612351,0,0,2000-07-13
0.00975790037564028,0.00376012213330723,0,0.000236847438527384,0,-0.00217081323171353,0,0,2000-07-14
-0.00165415034943983,0.00789223070669598,0,0.000239485588149562,0,0.00433641451777422,0,0,2000-07-17
-0.0082082386463993,-0.0129089104737847,0,0.000239108816143443,0,0.00302425123128636,0,0,2000-07-18
-0.008065827828168,-0.00884039341370846,0,0.000239108816143443,0,-0.00348705800516758,0,0,2000-07-19
0.0137873501396095,0.0138570731807972,0,0.00023345297318766,0,0.00130903232714008,0,0.000967458790230857,2000-07-20
-0.0196948734371984,-0.00543598883430718,0,0.00023345297318766,0,0.0142892026136781,0,0.000966690251078761,2000-07-21
-0.00572884224372316,-0.00209844733082099,0,0.000234584781730934,0,0.0081352864620885,0,0,2000-07-24
0.00318672912539597,0.00167927871020757,0,0.000234584781730934,0,-0.000426376206000612,0,0.000965756663454664,2000-07-25
-0.00980580903383732,0,0,0.000234584781730934,0,0.0141905292811946,0,0,2000-07-26
-0.00343391449324493,-0.0241997913375456,0,0.000233830278286275,0,0.0110844691570486,0,0.000964824877328185,2000-07-27
-0.0228294568130938,-0.0129762026806874,0,0.000234584781730934,0,-0.00020756882988282,0,-0.000964824877328185,2000-07-28
0.00635750282530179,0.00910113229966658,0,0.000234584781730934,0,-0.00688922075992204,0,0,2000-07-31
0.00610025955460713,0.00215440593198268,0,0.000233075632495903,0,0.0209358267452346,0,0.000964824877328185,2000-08-01
0.00498342151385422,-0.00691132871412581,0,0.000232320844306099,0,0.00184426466918719,0,0,2000-08-02
0.00689170609210432,-0.0272422929705485,0,0.000231188394904867,0,-0.00739791611997997,0,0.000963562784542127,2000-08-03
0.00535167011021453,0.0137140218829956,0,0.000229677963469946,0,-0.0158009253957521,0,0,2000-08-04
0.0118848233216111,0.0104892743592986,0,0.000231943396794613,0,0,0,0.000962967008399707,2000-08-07
0.00378996994316427,-0.00304782186246522,0,0.000230433250481253,0,0.00167510979599816,0,0,2000-08-08
-0.00844205768684514,0.00608681859071947,0,0.000225899387711916,0,0.000836412284728194,0,0,2000-08-09
-0.00488669454156465,0.00259732194432116,0,0.00022400876046114,0,0.00500401761038871,0,0,2000-08-10
0.00467467694200074,-0.00129787212461752,0,0.000225143244042368,0,0.00166306301953689,0,0,2000-08-11
0.0126395011196845,0.00776219325452177,0,0.00022476511859897,0,0.00248818052512068,0,0,2000-08-14
-0.000837414101676259,0.00897994549831749,0,0.000225899387711916,0,-0.00581646872006969,0,0,2000-08-15
-0.00356830318155321,0.0038243492785397,0,0.000226655388470167,0,0.00332828819494901,0,0,2000-08-16
0.0104578956669652,-0.00169791727742163,0,0.000225899387711916,0,0.001451666299773,0,0,2000-08-17
-0.00333419817011826,-0.00853256282207093,0,0.00022476511859897,0,-0.0089551592144268,0,0,2000-08-18
0.00541331421194347,-0.000857058647621312,0,0.000225143244042368,0,-0.00377272078994118,0,0,2000-08-21
-0.00166239080405095,-0.00343657254907237,0,0.00022476511859897,0,0.00293524156187619,0,0.0009620405949744,2000-08-22
0.00394384944787962,-0.00388008281193031,0,0.000222873955025375,0,-0.0109472138303599,0,0,2000-08-23
0.00310228090204667,0.000863241234975831,0,0.000222873955025375,0,-0.00701044156642405,0,0,2000-08-24
-0.000412779585469814,0.00387706551959432,0,0.000222873955025375,0,-0.00149335540154416,0,0,2000-08-25
0.00340285732566503,0.000859592576689217,0,0.00022476511859897,0,0.00149335540154416,0,0,2000-08-28
0.000206431184853528,-0.00603228841909109,0,0.000225899387711916,0,-0.00920862549582369,0,0,2000-08-29
-0.00961867689573825,-0.00302935465513432,0,0.000225899387711916,0,0.00515018413742929,0,0,2000-08-30
0.0132147110650642,0.00346174374296604,0,0.000222873955025375,0,0.00640051318977264,0,0.000960950389370385,2000-08-31
0.0010251715385472,0.0281107405922461,0,0.000220981896903914,0,-0.00597211485349325,0,0.000960524092327608,2000-09-01
0,0,0,0,0,0,0,0,2000-09-04
-0.00802386412084122,-0.00674261556037914,0,0.000221360380132658,0,0.00639790468717472,0,0,2000-09-05
-0.0114259673860593,-0.0252636485884654,0,0.000222495614991988,0,0.00783427119087632,0,0,2000-09-06
0.00852983597193191,0.00346313446876678,0,0.00022400876046114,0,-0.00105492891416725,0,0.00095894134940866,2000-09-07
-0.00686003148868508,-0.0267148063192422,0,0.000222873955025375,0,0.0188257806970111,0,-9.71749362805863e-05,2000-09-08
-0.00146121887086004,-0.00311161362311996,0,0.000224386957407481,0,0.00578437756596761,0,-0.000968960439214905,2000-09-11
-0.00733833319919253,-0.00490979085601628,0,0.00022476511859897,0,0.00452209296623529,0,0.00193813868354265,2000-09-12
0.00262744656368508,-0.00898891800272583,0,0.000223252259276851,0,-0.00246383705669473,0,0.000967085185133332,2000-09-13
0.00502417925985821,0.00764560792007263,0,0.000225143244042368,0,-0.00164603721251755,0,0,2000-09-14
-0.0221208745470385,-0.00945290103653473,0,0.000227033335274436,0,0.000823086961345698,0,0,2000-09-15
-0.00924626913495707,-0.0150379169863979,0,0.000228544765483236,0,-0.0136729631203454,0,0.000966974797242504,2000-09-18
0.00903216884669789,-0.00460198831527725,0,0.000227789121767,0,0.00312399262353136,0,0.000965711393581925,2000-09-19
-0.0074132137735754,-0.0167445157079857,0,0.000229677963469946,0,-0.00187335802174848,0,0,2000-09-20
-0.0153222997082292,-0.00328885601790097,0,0.000228544765483236,0,-0.000833744919688684,0,0,2000-09-21
0.0180140285657293,0.024635360041164,0,0.000227411246371131,0,0,0,0,2000-09-22
-0.00712310525779181,0.00595109705242969,0,0.000227033335274436,0,-0.00116824129585025,0,0,2000-09-25
-0.0128640918762555,-0.00365790531140053,0,0.000225899387711916,0,0.0039999117871159,0,0.000964450745558176,2000-09-26
0.00525270711383108,0.00411410375932464,0,0.000226655388470167,0,0.00597048061166117,0,0,2000-09-27
0.0127971964797808,-0.00182638850258865,0,0.000226277405951577,0,0.00396042792801454,0,0,2000-09-28
-0.00952798798486043,-0.00045703259545915,0,0.000225521333744431,0,-0.00197822323120356,0,0,2000-09-29
0.00152181292390452,0.00273964078531019,0,0.000226655388470167,0,-0.00928384763387458,0,0.000964178741194033,2000-10-02
-0.00938536459092187,0.00182222811936539,0,0.000228166961468788,0,-0.0127389985032269,0,0,2000-10-03
0.0082986717297393,-0.00730926646841334,0,0.000229300266477077,0,-0.0142713335548446,0,0.000962921680053297,2000-10-04
0.00347377274786176,0.0036612539712797,0,0.000228166961468788,0,0.0047794041544873,0,0,2000-10-05
-0.0219117496153007,-0.0128737586060312,0,0.000226277405951577,0,-0.00204560860542147,0,0,2000-10-06
-0.0075605337715059,-0.0205708255706107,0,0,0,-0.000682966668426488,0,0,2000-10-09
-0.0166557233461964,0.00282998227357112,0,0.000225521333744431,0,0.000682966668426488,0,0.000961667353478024,2000-10-10
-0.00843284962610191,-0.0209432709542736,0,0.000224386957407481,0,-0.00753728160171363,0,0,2000-10-11
-0.0252651637017554,-0.00240780293008669,0,0.000222873955025375,0,-0.0159443480131469,0,0.000961234965790148,2000-10-12
0.0327901058927997,-0.00241385744246791,0,0.000222873955025375,0,0.00209403312960976,0,0,2000-10-13
0.00453238760878261,-0.00241957645676427,0,0.000223252259276851,0,0.0124743866504868,0,0.000960311880362053,2000-10-16
-0.0251899741796713,-0.00339702817370968,0,0.000220981896903914,0,-0.013870027589661,0,0,2000-10-17
-0.00371727298141344,-0.0206296292451662,0,0.000220224822992314,0,-0.00466548627057284,0,0.000959227037725885,2000-10-18
0.0370156054831625,0.0278954172882395,0,0.000220224822992314,0,0.00778711330209569,0,-0.000959227037725885,2000-10-19
0.00425331489572134,0.00433414628982165,0,0.00021946760576336,0,-0.00353207570560032,0,0,2000-10-20
0.00445709961658114,0.00622750873265288,0,0.000217573935321327,0,-0.00781522421184766,0,0.000959227037725885,2000-10-23
-0.00669339920167111,0.0189221161517485,0,0.000219088943387918,0,-0.00859617040699634,0,0,2000-10-24
-0.0237863306701946,-0.0213125300616879,0,0.000220603377859392,0,-0.00360335301305481,0,0,2000-10-25
0.00274692016537426,-0.0081712411125352,0,0.000221360380132658,0,0.00288357774889159,0,0,2000-10-26
0.0187980986729182,0.0238447189963424,0,0.000222495614991988,0,0.0121650569919707,0,0,2000-10-27
0.00893471103357335,0.0051700982722851,0,0.000223252259276851,0,0.00496611289103654,0,0.00191520848464277,2000-10-30
0.0170868112332458,0.016736966448736,0,0.000224386957407481,0,-0.00141578193860115,0,-0.000957064053540124,2000-10-31
-0.0033937807245632,0.00917856609993617,0,0.000223252259276851,0,0.00424299914899784,0,0,2000-11-01
0.00164348012505044,-0.0036612539712797,0,0.000223252259276851,0,0.00352256474188817,0,0,2000-11-02
0.000547277345674502,0.00594304999481654,0,0.000226655388470167,0,-0.00281770624668454,0,0.000957064053540124,2000-11-03
0.00697953829198461,-0.00502633509235562,0,0.000228166961468788,0,0.00281770624668454,0,0,2000-11-06
-0.000217254546358348,-0.000916714902460924,0,0.000228166961468788,0,0.00140483786097301,0,0,2000-11-07
-0.0224236167438123,-0.00597846515384548,0,0.000228166961468788,0,0.00420441129519666,0,0,2000-11-08
-0.00378661377508482,-0.00555037137116976,0,0.000226277405951577,0,-0.00772157789570693,0,0.000956801195640011,2000-11-09
-0.0246257544493211,-0.00978810729029655,0,0.000226277405951577,0,-0.00778230456618845,0,0,2000-11-10
-0.00780712919983806,-0.0174821996197125,0,0.000224386957407481,0,0.000709810073291184,0,0.000955723698466748,2000-11-13
0.0259398663303836,0.0216889568935223,0,0.00022400876046114,0,0.00988707747706785,0,0,2000-11-14
0.00313985002829487,0.00650845682516143,0,0.000222495614991988,0,0.0021063348660002,0,0,2000-11-15
-0.015798137238459,-0.01024669945132,0,0.000220981896903914,0,0.00280066004553614,0,0,2000-11-16
-0.00535994675813178,-0.00657594768201708,0,0.000222117239169921,0,-0.00448557529830307,0,0.000954485666277982,2000-11-17
-0.01439717440224,-0.0199912313413373,0,0.000220981896903914,0,-0.0011236738578666,0,0,2000-11-20
0.00509125597459992,-0.00048101069504991,0,0.000220603377859392,0,0.00140483786097301,0,0,2000-11-21
-0.024181713057386,-0.0253299121003243,0,0.000218710245162783,0,-0.00422254410765754,0,0,2000-11-22
0,0,0,0,0,0,0,0,2000-11-23
0.0202493918639357,0.019541488408755,0,0.000219088943387918,0,0,0,0.000953900678295927,2000-11-24
0.00876830179244958,0.0201157026255698,0,0.00021946760576336,0,0.00140962357520324,0,0,2000-11-27
-0.0173796904432821,-0.0114452820660356,0,0.000217573935321327,0,0.00351570607921881,0,0,2000-11-28
-0.00187179967027795,0,0,0.000216058353224953,0,0.00140232396688988,0,0.000953154057072858,2000-11-29
-0.00870269725554351,-0.00336299709645216,0,0.000213404701987978,0,0.00906835903533976,0,0,2000-11-30
-0.000472659034270073,0.0162295196780406,0,0.000214921289683871,0,0.000694104429372011,0,0.00095159728494898,2000-12-01
0.00847259718852822,-0.000473839993817116,0,0.000215300346779629,0,0.00346356290400918,0,0,2000-12-04
0.0322829966085285,0.0210931029053132,0,0.000211508158403068,0,0,0,0,2000-12-05
-0.0161262145512584,0.00416551883503358,0,0.000207332594560069,0,0.0205350047485098,0,0.000951016867270171,2000-12-06
-0.0138157863406017,-0.00231193118456297,0,0.000207332594560069,0,-0.00407335552253407,0,0.000949951317968267,2000-12-07
0.00233527083857599,-0.00231763855488332,0,0.000208471817048427,0,0.00947867228489052,0,0,2000-12-08
0.0341659977912636,0.0133673570805106,0,0.00020923111849338,0,0.00738491636502614,0,0,2000-12-11
-0.00429271144515297,-0.00366942039572837,0,0.000208851485787737,0,0.00467146200893476,0,0,2000-12-12
-0.0137915106644728,-0.00946011139357195,0,0.000206193047522306,0,-0.00133255532168608,0,0,2000-12-13
-0.0128213496161536,-0.00702804672833368,0,0.000203912979058518,0,-0.00534756672871817,0,0.000949535232192877,2000-12-14
-0.0228457552050241,-0.00353280990455662,0,0.000202772457262073,0,0.00468047238502889,0,0.000948149465215264,2000-12-15
0.0132737399666585,-0.00506853578369793,0,0.000201631610175383,0,0.0171964819266925,0,9.87745091114434e-05,2000-12-18
-0.0205777821372592,0.0106143540087493,0,0.000202392211052366,0,0.000655488398469739,0,0,2000-12-19
-0.0293905433177235,-0.0146875232207315,0,0.000198207115316991,0,-0.00711837790664793,0,0.000989792742996043,2000-12-20
0.00690666650012961,-0.00102083035758849,0,0.000196303350586371,0,0.00267179125393424,0,0,2000-12-21
0.0295494811270833,0.0152055105821174,0,0.000195922488886488,0,-0.00401036858349046,0,0.000988491356133547,2000-12-22
0,0,0,0,0,0,0,0,2000-12-25
0.0106821600572182,0.0045167436639959,0,0.000196684176025798,0,-0.000670229200658845,0,0.000987676379501812,2000-12-26
0.00729357703761302,0.0168823337546611,0,0.000199348939388686,0,0.0119921044747406,0,0,2000-12-27
0.00304301437248888,0.00540137317389622,0,0.000200109974398592,0,0.0144645092258231,0,0,2000-12-28
-0.0191110695997585,0.0107162278848967,0,0.000199729474992836,0,-0.00852146107664264,0,0.000987023866727776,2000-12-29
0,0,0,0,0,0,0,0,2001-01-01
-0.0182701037975441,-0.00631855136634396,0,0.000192111876042326,0,-0.00859534998967471,0,0.000985246330911238,2001-01-02
0.0469168441199113,-0.0206901164156879,0,0.000200490437612842,0,0.011881456583041,0,0,2001-01-03
-0.0108222987716182,0.0187380186908728,0,0.000196303350586371,0,-0.00658345814865768,0,0.000984919367204462,2001-01-04
-0.0331872255888435,0.00827064909115904,0,0.000192493100726913,0,-0.011292325322982,0,0.00098362917596817,2001-01-05
0.00771071756698216,-0.00631855136634396,0,0.000192874289081898,0,-0.00133666921543263,0,0.00098282298236807,2001-01-08
-0.00264409908316132,-0.0182044167101378,0,0.00019439867934425,0,0.00467134503507571,0,0,2001-01-09
0.0174167425808447,-0.00597623205007025,0,0.000198968367579256,0,-0.00467134503507571,0,-0.00098282298236807,2001-01-10
0.000945517236470295,0.022228551035393,0,0.000200490437612842,0,0.00133666921543263,0,0.00098282298236807,2001-01-11
-0.00189225488993472,0.00487328782454544,0,0.000204673146297598,0,0.00133512203850161,0,0,2001-01-12
0,0,0,0,0,0,0,0,2001-01-15
