"date","rf"
2000-01-03,0.000213404701987978
2000-01-04,0.000211508158403068
2000-01-05,0.000211887539064423
2000-01-06,0.000210749289116026
2000-01-07,0.000209610715172194
2000-01-10,0.000211128741755878
2000-01-11,0.000211508158403068
2000-01-12,0.000212266883746769
2000-01-13,0.000210749289116026
2000-01-14,0.000210749289116026
2000-01-17,0
2000-01-18,0.000216437302588128
2000-01-19,0.000214542196663637
2000-01-20,0.000213404701987978
2000-01-21,0.000213025465201726
2000-01-24,0.000216058353224953
2000-01-25,0.000216816216054049
2000-01-26,0.000217195093629516
2000-01-27,0.000217573935321327
2000-01-28,0.000219846232295897
2000-01-31,0.00022400876046114
2000-02-01,0.000222117239169921
2000-02-02,0.000220224822992314
2000-02-03,0.000219088943387918
2000-02-04,0.000220603377859392
2000-02-07,0.000222495614991988
2000-02-08,0.000221360380132658
2000-02-09,0.000220224822992314
2000-02-10,0.000220603377859392
2000-02-11,0.000220224822992314
2000-02-14,0.000220981896903914
2000-02-15,0.000223630527753184
2000-02-16,0.000222873955025375
2000-02-17,0.000223252259276851
2000-02-18,0.000223630527753184
2000-02-21,0
2000-02-22,0.000226277405951577
2000-02-23,0.000226277405951577
2000-02-24,0.000225899387711916
2000-02-25,0.000225143244042368
2000-02-28,0.000225521333744431
2000-02-29,0.00022476511859897
2000-03-01,0.00022400876046114
2000-03-02,0.00022400876046114
2000-03-03,0.000225143244042368
2000-03-06,0.000227411246371131
2000-03-07,0.000226655388470167
2000-03-08,0.000226655388470167
2000-03-09,0.000226277405951577
2000-03-10,0.000228166961468788
2000-03-13,0.000228922533817087
2000-03-14,0.000228166961468788
2000-03-15,0.000227411246371131
2000-03-16,0.000228166961468788
2000-03-17,0.000228922533817087
2000-03-20,0.000231188394904867
2000-03-21,0.000229677963469946
2000-03-22,0.000229677963469946
2000-03-23,0.000229300266477077
2000-03-24,0.000229677963469946
2000-03-27,0.000228544765483236
2000-03-28,0.000228544765483236
2000-03-29,0.000228922533817087
2000-03-30,0.000228544765483236
2000-03-31,0.000228544765483236
2000-04-03,0.000228166961468788
2000-04-04,0.000226655388470167
2000-04-05,0.000227789121767
2000-04-06,0.000228544765483236
2000-04-07,0.000229300266477077
2000-04-10,0.000227411246371131
2000-04-11,0.000226655388470167
2000-04-12,0.000226655388470167
2000-04-13,0.000225899387711916
2000-04-14,0.000225899387711916
2000-04-17,0.000226277405951577
2000-04-18,0.000225899387711916
2000-04-19,0.000225899387711916
2000-04-20,0.000225143244042368
2000-04-21,0
2000-04-24,0.000225521333744431
2000-04-25,0.000225143244042368
2000-04-26,0.000223630527753184
2000-04-27,0.000223630527753184
2000-04-28,0.000226277405951577
2000-05-01,0.000233075632495903
2000-05-02,0.000230055624802427
2000-05-03,0.000229677963469946
2000-05-04,0.000229300266477077
2000-05-05,0.000231943396794613
2000-05-08,0.000240239025710651
2000-05-09,0.00023835516564663
2000-05-10,0.00023835516564663
2000-05-11,0.00023835516564663
2000-05-12,0.00023835516564663
2000-05-15,0.000242498487265739
2000-05-16,0.000240615691278989
2000-05-17,0.0002349619800904
2000-05-18,0.000230055624802427
2000-05-19,0.000228922533817087
2000-05-22,0.00023345297318766
2000-05-23,0.00023345297318766
2000-05-24,0.000230055624802427
2000-05-25,0.000227411246371131
2000-05-26,0.000226655388470167
2000-05-29,0
2000-05-30,0.000228166961468788
2000-05-31,0.000219088943387918
2000-06-01,0.000223252259276851
2000-06-02,0.000228166961468788
2000-06-05,0.000232320844306099
2000-06-06,0.000232698256204289
2000-06-07,0.000230055624802427
2000-06-08,0.000229677963469946
2000-06-09,0.000230055624802427
2000-06-12,0.000230433250481253
2000-06-13,0.000228544765483236
2000-06-14,0.000226277405951577
2000-06-15,0.000227033335274436
2000-06-16,0.000226655388470167
2000-06-19,0.000227033335274436
2000-06-20,0.000225143244042368
2000-06-21,0.000225899387711916
2000-06-22,0.000227033335274436
2000-06-23,0.000227789121767
2000-06-26,0.000226277405951577
2000-06-27,0.000226655388470167
2000-06-28,0.000225899387711916
2000-06-29,0.000227411246371131
2000-06-30,0.000228544765483236
2000-07-03,0.000233075632495903
2000-07-04,0
2000-07-05,0.000232698256204289
2000-07-06,0.000233830278286275
2000-07-07,0.000234584781730934
2000-07-10,0.000236847438527384
2000-07-11,0.000236847438527384
2000-07-12,0.000239485588149562
2000-07-13,0.000239862324669737
2000-07-14,0.000239485588149562
2000-07-17,0.000238732008644695
2000-07-18,0.000239108816143443
2000-07-19,0.000239862324669737
2000-07-20,0.000239862324669737
2000-07-21,0.000237978287142559
2000-07-24,0.000240992321381428
2000-07-25,0.000240615691278989
2000-07-26,0.000239862324669737
2000-07-27,0.000241368916024647
2000-07-28,0.000240615691278989
2000-07-31,0.00024325135758605
2000-08-01,0.000242498487265739
2000-08-02,0.000242498487265739
2000-08-03,0.000241745475215323
2000-08-04,0.000241745475215323
2000-08-07,0.000243627739614085
2000-08-08,0.000242874940138823
2000-08-09,0.000242498487265739
2000-08-10,0.000242498487265739
2000-08-11,0.000244004086229596
2000-08-14,0.00024325135758605
2000-08-15,0.000243627739614085
2000-08-16,0.00024325135758605
2000-08-17,0.00024325135758605
2000-08-18,0.00024325135758605
2000-08-21,0.000244380397439243
2000-08-22,0.000243627739614085
2000-08-23,0.000244004086229596
2000-08-24,0.000244004086229596
2000-08-25,0.00024475667324969
2000-08-28,0.000245132913667594
2000-08-29,0.00024475667324969
2000-08-30,0.000245132913667594
2000-08-31,0.00024475667324969
2000-09-01,0.00024325135758605
2000-09-04,0
2000-09-05,0.00024325135758605
2000-09-06,0.000240992321381428
2000-09-07,0.000240615691278989
2000-09-08,0.00023835516564663
2000-09-11,0.00023722442358963
2000-09-12,0.000236470417932355
2000-09-13,0.000236470417932355
2000-09-14,0.00023835516564663
2000-09-15,0.00023835516564663
2000-09-18,0.000238732008644695
2000-09-19,0.000239485588149562
2000-09-20,0.000239108816143443
2000-09-21,0.000239108816143443
2000-09-22,0.000239108816143443
2000-09-25,0.000239862324669737
2000-09-26,0.000239862324669737
2000-09-27,0.000240615691278989
2000-09-28,0.000242498487265739
2000-09-29,0.000241745475215323
2000-10-02,0.00024325135758605
2000-10-03,0.000242121998960129
2000-10-04,0.000242121998960129
2000-10-05,0.000242498487265739
2000-10-06,0.000242121998960129
2000-10-09,0
2000-10-10,0.00024325135758605
2000-10-11,0.000241745475215323
2000-10-12,0.000240239025710651
2000-10-13,0.000240239025710651
2000-10-16,0.000243627739614085
2000-10-17,0.000244380397439243
2000-10-18,0.000244380397439243
2000-10-19,0.000245132913667594
2000-10-20,0.00024475667324969
2000-10-23,0.000245885288352404
2000-10-24,0.000246261422632619
2000-10-25,0.000247765606160733
2000-10-26,0.000246637521546911
2000-10-27,0.000246261422632619
2000-10-30,0.000247765606160733
2000-10-31,0.000247389613304321
2000-11-01,0.000247013585101929
2000-11-02,0.000247013585101929
2000-11-03,0.000247389613304321
2000-11-06,0.000248893372720528
2000-11-07,0.000248893372720528
2000-11-08,0.000248517485862195
2000-11-09,0.000248141563677811
2000-11-10,0.000247013585101929
2000-11-13,0.000247765606160733
2000-11-14,0.000247013585101929
2000-11-15,0.000247389613304321
2000-11-16,0.000246261422632619
2000-11-17,0.000246261422632619
2000-11-20,0.000246637521546911
2000-11-21,0.000246637521546911
2000-11-22,0.000246637521546911
2000-11-23,0
2000-11-24,0.000246637521546911
2000-11-27,0.000245509118699613
2000-11-28,0.000243627739614085
2000-11-29,0.000242121998960129
2000-11-30,0.000240992321381428
2000-12-01,0.000241745475215323
2000-12-04,0.000238732008644695
2000-12-05,0.000236093361797844
2000-12-06,0.000236470417932355
2000-12-07,0.00023722442358963
2000-12-08,0.000236470417932355
2000-12-11,0.000236093361797844
2000-12-12,0.00023533914288357
2000-12-13,0.00023533914288357
2000-12-14,0.00023533914288357
2000-12-15,0.000233830278286275
2000-12-18,0.000231188394904867
2000-12-19,0.000230433250481253
2000-12-20,0.000226277405951577
2000-12-21,0.000209610715172194
2000-12-22,0.000205433169100568
2000-12-25,0
2000-12-26,0.000227411246371131
2000-12-27,0.000223630527753184
2000-12-28,0.000228166961468788
2000-12-29,0.000228922533817087
2001-01-01,0
2001-01-02,0.000228166961468788
2001-01-03,0.000221360380132658
2001-01-04,0.00020923111849338
2001-01-05,0.000199729474992836
2001-01-08,0.000202392211052366
2001-01-09,0.000204293080736002
2001-01-10,0.000206193047522306
2001-01-11,0.000206952781617657
2001-01-12,0.000207712371441436
2001-01-15,0
2001-01-16,0.000209610715172194
2001-01-17,0.000208851485787737
2001-01-18,0.000205813126355663
2001-01-19,0.000204293080736002
2001-01-22,0.000203912979058518
2001-01-23,0.000204293080736002
2001-01-24,0.000205813126355663
2001-01-25,0.000205813126355663
2001-01-26,0.000201631610175383
2001-01-29,0.000199348939388686
2001-01-30,0.000195922488886488
2001-01-31,0.000194779686155034
2001-02-01,0.000195160656677728
2001-02-02,0.000197445718150896
2001-02-05,0.000197445718150896
2001-02-06,0.00019782643485037
2001-02-07,0.00019782643485037
2001-02-08,0.000198207115316991
2001-02-09,0.000197445718150896
2001-02-12,0.000196684176025798
2001-02-13,0.000197064965211672
2001-02-14,0.00019782643485037
2001-02-15,0.000198207115316991
2001-02-16,0.000195922488886488
2001-02-19,0
2001-02-20,0.000196684176025798
2001-02-21,0.000195922488886488
2001-02-22,0.000195541590919243
2001-02-23,0.000190967983941684
2001-02-26,0.000187916004775979
2001-02-27,0.000188297629543715
2001-02-28,0.00018944228543935
2001-03-01,0.000189060769868457
2001-03-02,0.000189060769868457
2001-03-05,0.000188297629543715
